employee_id,department,level,join_date,location,base_salary,performance_score,left_company
809,HR,Junior,2024-02-13,Delhi,1443744.73,4.85,N
810,Operations,Senior,2023-12-04,Pune,2033819.53,4.98,Y
811,Technology,Junior,2021-04-24,Chennai,775454.12,4.36,N
812,Sales,Junior,2024-12-10,Chennai,2037253.06,2.8,N
813,Technology,Senior,2024-06-15,Hyderabad,626061.28,3.96,N
814,Technology,Lead,2021-01-23,Hyderabad,2007214.15,2.58,N
815,Technology,Lead,2021-08-17,Mumbai,2016817.23,2.32,N
816,Marketing,Lead,2021-05-02,Bengaluru,2188394.94,3.88,N
817,Marketing,Lead,2022-07-26,Delhi,2172051.3,3.48,N
818,Technology,Junior,2024-05-17,Pune,475634.36,4.66,N
819,Marketing,Senior,2021-07-19,Chennai,1622664.13,3.1,N
820,Sales,Lead,2022-04-18,Chennai,1172391.44,4.88,N
821,Marketing,Senior,2023-12-09,Delhi,1655374.85,2.6,N
822,Operations,Senior,2021-08-10,Delhi,531881.07,2.23,N
823,Finance,Mid,2022-07-11,Mumbai,488712.01,4.82,N
824,Sales,Mid,2022-09-17,Chennai,1640595.87,3.63,N
825,HR,Mid,2021-10-10,Pune,1035698.79,4.44,N
826,Operations,Junior,2021-02-01,Mumbai,559205.06,3.99,N
827,Finance,Junior,2025-01-05,Hyderabad,1694658.69,2.45,Y
828,Operations,Senior,2021-06-28,Delhi,404271.0,3.8,N
829,Sales,Mid,2021-01-25,Hyderabad,769985.47,2.3,N
830,Marketing,Mid,2024-06-19,Mumbai,873182.61,4.94,N
831,HR,Senior,2024-05-20,Hyderabad,2120624.74,3.43,N
832,Operations,Mid,2022-04-26,Hyderabad,477434.08,4.74,N
833,Operations,Junior,2023-02-11,Hyderabad,2062516.37,2.42,N
834,Finance,Senior,2023-08-12,Mumbai,1364998.13,2.79,N
835,HR,Junior,2021-09-18,Bengaluru,1773888.08,3.0,N
836,Marketing,Mid,2021-12-22,Chennai,1349062.98,3.45,N
837,Marketing,Lead,2021-08-03,Delhi,399881.16,4.46,N
838,Sales,Senior,2023-10-24,Bengaluru,2179684.48,4.03,N
839,Marketing,Junior,2024-04-12,Bengaluru,2176225.1,4.99,N
840,Sales,Mid,2023-01-22,Hyderabad,1679855.17,2.6,Y
841,Sales,Lead,2023-08-23,Bengaluru,1632590.89,3.54,N
842,Technology,Junior,2023-07-30,Hyderabad,1741917.56,4.6,N
843,Sales,Lead,2021-09-30,Pune,630731.85,4.13,N
844,Finance,Lead,2022-02-22,Mumbai,730104.63,3.5,N
845,Sales,Lead,2024-01-02,Delhi,364161.67,4.94,N
846,Technology,Junior,2021-12-08,Pune,1348792.02,2.24,N
847,Operations,Mid,2021-12-23,Chennai,1414146.16,4.64,N
848,Sales,Mid,2023-08-25,Hyderabad,2151253.89,4.42,N
849,Operations,Junior,2021-05-05,Pune,492354.04,3.28,N
850,Finance,Junior,2024-12-13,Chennai,1684101.61,3.69,N
851,Technology,Senior,2023-06-13,Pune,747302.56,3.69,N
852,Sales,Junior,2024-03-30,Delhi,1173247.41,3.12,N
853,Technology,Junior,2022-05-03,Chennai,925055.05,4.99,N
854,Marketing,Junior,2024-10-29,Pune,1949339.11,4.84,Y
855,Marketing,Senior,2022-07-06,Bengaluru,438696.21,4.68,N
856,Operations,Junior,2022-03-07,Hyderabad,1841515.59,2.65,N
857,Marketing,Mid,2024-06-22,Bengaluru,455250.44,2.81,N
858,Marketing,Lead,2023-02-27,Hyderabad,2107931.48,2.82,N
859,Operations,Junior,2024-07-19,Delhi,1195508.47,3.93,N
860,Technology,Lead,2021-07-28,Mumbai,2134581.71,2.38,N
861,Marketing,Mid,2023-03-28,Mumbai,1313356.88,3.65,N
862,Sales,Senior,2022-01-21,Hyderabad,792928.56,4.75,N
863,Sales,Mid,2023-01-10,Chennai,376440.44,4.6,N
864,Technology,Junior,2023-05-16,Bengaluru,2070728.75,2.85,N
865,Finance,Mid,2024-09-25,Mumbai,1829884.99,4.63,N
866,HR,Junior,2022-07-01,Mumbai,1685747.79,3.14,Y
867,HR,Lead,2024-12-27,Mumbai,837508.8,4.63,N
868,Marketing,Mid,2024-10-09,Chennai,2144366.9,2.75,N
869,HR,Lead,2021-03-01,Hyderabad,1775762.67,4.68,N
870,Technology,Junior,2021-09-20,Bengaluru,469124.01,2.81,Y
871,Technology,Senior,2022-05-14,Chennai,378250.22,4.69,N
872,Finance,Mid,2022-04-24,Chennai,1463117.21,2.53,N
873,Technology,Senior,2023-07-30,Delhi,995081.57,3.07,N
874,Technology,Senior,2024-01-10,Hyderabad,579571.6,3.82,N
875,Operations,Mid,2021-10-21,Hyderabad,1994474.36,2.68,N
876,Sales,Mid,2023-01-16,Pune,1576911.7,2.49,N
877,Finance,Lead,2022-04-28,Chennai,1494372.15,4.83,N
878,Operations,Mid,2025-01-30,Chennai,1651516.38,4.33,Y
879,Marketing,Junior,2024-02-22,Chennai,2199385.98,2.38,N
880,Marketing,Lead,2023-06-27,Bengaluru,1504592.23,2.54,N
881,Finance,Mid,2024-05-13,Chennai,1385093.92,3.17,N
882,Operations,Junior,2022-04-23,Delhi,932367.65,2.8,N
883,HR,Junior,2024-05-14,Pune,890529.07,4.16,N
884,Technology,Lead,2021-07-18,Chennai,692851.61,4.65,N
885,Technology,Senior,2023-10-31,Pune,1169937.33,2.43,N
886,Operations,Mid,2024-11-24,Pune,1689605.58,4.51,N
887,Marketing,Lead,2021-08-29,Delhi,1025987.73,3.47,N
888,Finance,Senior,2022-07-28,Hyderabad,779711.29,3.45,N
889,Finance,Lead,2021-12-18,Delhi,2069123.62,4.08,Y
890,Sales,Senior,2023-11-03,Mumbai,769363.32,2.38,N
891,Finance,Junior,2023-02-07,Bengaluru,468818.54,4.0,N
892,Sales,Lead,2023-06-10,Chennai,1062984.41,2.51,N
893,Technology,Lead,2023-07-12,Pune,1098379.8,4.0,N
894,Finance,Junior,2021-10-28,Mumbai,1481136.69,4.73,N
895,Operations,Junior,2021-04-08,Hyderabad,1559214.89,4.94,N
896,Sales,Lead,2023-12-15,Mumbai,1619674.46,4.54,N
897,Marketing,Lead,2021-12-19,Bengaluru,671972.04,4.53,N
898,Technology,Junior,2022-05-29,Pune,384335.22,3.18,N
899,Operations,Lead,2024-05-31,Chennai,556545.66,2.8,N
900,Operations,Senior,2023-03-12,Bengaluru,1547859.47,3.98,N
901,Operations,Mid,2021-03-22,Pune,2087109.2,4.81,Y
902,Operations,Senior,2025-01-07,Bengaluru,870476.76,2.42,N
903,Operations,Junior,2022-01-28,Delhi,1961296.92,3.46,N
904,Marketing,Senior,2023-04-12,Delhi,1891258.25,4.28,N
905,Technology,Mid,2021-07-26,Chennai,1815443.97,3.61,N
906,Marketing,Junior,2021-09-28,Hyderabad,1586493.29,2.66,N
907,HR,Lead,2022-04-22,Hyderabad,1366736.92,3.6,Y
908,HR,Mid,2024-10-07,Hyderabad,467510.75,4.65,N
909,Marketing,Mid,2023-09-04,Pune,1111438.89,4.19,N
910,Finance,Junior,2022-06-06,Bengaluru,617619.3,4.79,N
911,Marketing,Lead,2021-04-18,Pune,1153652.31,4.65,N
912,Operations,Lead,2022-02-17,Delhi,1728996.27,3.93,Y
913,HR,Senior,2021-04-07,Pune,1844509.43,2.84,N
914,Operations,Mid,2024-01-23,Mumbai,1984273.63,4.52,N
915,Sales,Lead,2024-12-31,Hyderabad,1316364.07,3.0,N
916,Technology,Lead,2022-12-06,Mumbai,566948.2,4.8,N
917,Operations,Junior,2023-08-20,Delhi,1279771.63,2.35,N
918,Sales,Senior,2022-01-29,Chennai,858980.82,3.63,N
919,Sales,Lead,2023-09-15,Chennai,1824744.3,2.77,N
920,Finance,Senior,2022-08-07,Bengaluru,1875958.39,2.38,Y
921,Operations,Mid,2022-05-13,Delhi,1493418.4,2.56,N
922,Finance,Lead,2023-10-13,Bengaluru,524089.44,4.11,N
923,Sales,Senior,2023-01-21,Mumbai,354091.91,2.24,N
924,Sales,Junior,2024-11-28,Chennai,850966.31,2.92,Y
925,Sales,Lead,2023-07-25,Bengaluru,423847.2,3.73,N
926,Technology,Senior,2021-10-11,Mumbai,1669208.01,2.36,N
927,Operations,Mid,2024-08-04,Bengaluru,1843247.04,3.91,Y
928,Sales,Lead,2023-07-29,Bengaluru,691023.74,2.26,N
929,Operations,Senior,2021-11-23,Chennai,635168.04,2.48,N
930,Sales,Junior,2023-12-02,Bengaluru,912460.67,3.03,N
931,Technology,Senior,2022-03-06,Chennai,737464.48,4.23,N
932,Marketing,Senior,2024-08-02,Mumbai,658578.97,2.23,N
933,Marketing,Mid,2024-08-29,Mumbai,1582189.56,2.98,N
934,Technology,Mid,2022-12-24,Pune,883207.92,3.44,N
935,Operations,Senior,2023-07-09,Pune,1948096.81,4.15,N
936,Technology,Junior,2022-07-15,Hyderabad,1125250.69,4.44,Y
937,Finance,Senior,2023-12-26,Delhi,1698794.06,4.47,N
938,HR,Mid,2023-11-30,Mumbai,1987898.09,4.22,N
939,Technology,Mid,2023-03-07,Chennai,683053.24,3.51,N
940,Technology,Junior,2024-11-07,Mumbai,1980663.99,4.43,N
941,Technology,Mid,2021-04-03,Delhi,955249.93,2.45,N
942,Technology,Lead,2022-11-01,Pune,1851006.37,2.26,N
943,Operations,Senior,2022-11-16,Mumbai,1185331.48,2.52,N
944,Marketing,Senior,2024-01-11,Chennai,1576978.47,4.6,N
945,Sales,Lead,2024-07-29,Bengaluru,973629.07,2.94,N
946,Sales,Senior,2021-10-07,Mumbai,560991.16,3.41,N
947,Technology,Senior,2024-09-23,Chennai,1420098.5,4.98,Y
948,Finance,Junior,2021-09-11,Pune,1716673.82,4.09,N
949,Finance,Mid,2021-01-14,Hyderabad,447150.63,3.93,N
950,Marketing,Senior,2024-11-01,Chennai,1996749.53,2.3,N
951,Marketing,Mid,2024-06-24,Delhi,1866589.08,4.11,N
952,Finance,Mid,2022-11-26,Bengaluru,1180330.14,4.87,N
953,Sales,Senior,2022-07-18,Bengaluru,1278054.16,4.57,N
954,Marketing,Senior,2021-04-01,Bengaluru,1990067.51,4.94,Y
955,Sales,Junior,2022-06-15,Hyderabad,1934063.43,3.07,N
956,Sales,Lead,2024-03-26,Bengaluru,2188167.29,2.66,N
957,HR,Senior,2025-01-11,Bengaluru,1006271.16,4.4,N
958,Operations,Senior,2021-06-08,Bengaluru,1474249.58,4.2,Y
959,Marketing,Lead,2022-07-14,Mumbai,2084689.85,4.55,Y
960,Finance,Junior,2022-04-18,Pune,416131.91,4.67,N
961,Technology,Lead,2024-08-15,Hyderabad,674970.59,4.54,N
962,Operations,Mid,2024-02-18,Bengaluru,1378607.04,4.52,N
963,Technology,Junior,2024-09-05,Chennai,749836.6,3.82,N
964,Sales,Mid,2021-11-24,Hyderabad,2175633.44,4.38,N
965,Operations,Senior,2021-02-22,Pune,1157770.13,2.56,N
966,HR,Lead,2023-10-19,Chennai,1898547.25,2.71,N
967,Finance,Senior,2023-05-22,Mumbai,1209440.33,3.61,N
968,Marketing,Mid,2021-01-31,Hyderabad,2011926.91,3.92,Y
969,Technology,Senior,2022-05-06,Mumbai,1223737.42,4.77,N
970,Sales,Mid,2023-03-08,Hyderabad,2153843.95,4.5,N
971,Finance,Junior,2021-10-05,Chennai,2087136.66,2.78,Y
972,HR,Senior,2023-05-13,Pune,490428.02,4.42,Y
973,Technology,Senior,2022-10-19,Pune,1604036.91,4.17,N
974,Sales,Lead,2021-05-10,Pune,1963871.77,4.57,N
975,Finance,Senior,2021-09-15,Pune,1443586.21,3.8,N
976,Sales,Senior,2021-09-21,Mumbai,1938213.18,2.9,Y
977,HR,Senior,2022-06-03,Pune,730955.19,4.89,N
978,Sales,Lead,2021-02-09,Pune,852770.51,2.93,N
979,Operations,Lead,2023-10-18,Mumbai,585825.28,2.89,Y
980,HR,Senior,2022-01-09,Mumbai,1374588.91,4.3,N
981,Finance,Senior,2023-05-06,Bengaluru,1236153.97,3.76,N
982,Technology,Senior,2022-04-30,Bengaluru,1007852.38,3.16,N
983,Technology,Junior,2022-07-10,Chennai,1358756.34,2.48,N
984,Marketing,Lead,2023-07-01,Hyderabad,1537974.42,2.56,N
985,Operations,Senior,2023-08-23,Chennai,1695829.75,4.64,N
986,Marketing,Junior,2023-05-11,Mumbai,926657.47,3.18,N
987,Sales,Junior,2024-12-16,Chennai,2028421.54,2.39,N
988,Technology,Senior,2022-12-29,Hyderabad,1515159.75,3.87,N
989,HR,Senior,2023-12-31,Mumbai,479349.77,4.46,N
990,Marketing,Mid,2021-02-26,Hyderabad,2016752.93,4.26,N
991,Operations,Junior,2023-02-01,Mumbai,678480.23,3.85,N
992,Marketing,Mid,2021-10-15,Delhi,1015546.38,4.03,N
993,Finance,Mid,2024-03-25,Mumbai,1661428.26,2.31,N
994,Technology,Lead,2024-12-16,Bengaluru,439544.02,3.48,N
995,Operations,Lead,2021-08-12,Delhi,1021214.87,2.53,N
996,HR,Junior,2025-02-08,Delhi,2172431.94,4.92,Y
997,HR,Lead,2025-01-08,Chennai,611087.08,2.48,Y
998,Finance,Junior,2024-04-28,Pune,970126.93,4.54,Y
999,HR,Junior,2022-11-19,Chennai,1462155.03,4.53,Y
1000,Sales,Junior,2024-07-09,Chennai,641037.44,3.91,N
1001,Sales,Senior,2023-09-27,Chennai,433156.59,4.56,N
1002,Finance,Lead,2024-08-04,Hyderabad,1853049.08,4.89,N
1003,Marketing,Mid,2021-11-23,Chennai,763108.57,4.04,N
1004,Sales,Lead,2021-07-08,Pune,1264315.53,4.74,N
1005,Marketing,Senior,2024-08-05,Bengaluru,658864.4,4.16,N
1006,Sales,Mid,2024-05-17,Delhi,892567.55,4.45,N
1007,Finance,Lead,2023-09-28,Bengaluru,1048143.11,3.75,N
1008,Sales,Mid,2023-08-13,Mumbai,2054451.58,4.69,N
1009,Sales,Lead,2024-08-06,Bengaluru,1308992.26,2.37,N
1010,Sales,Senior,2022-09-24,Pune,1962713.94,3.9,N
1011,Finance,Mid,2022-02-24,Chennai,2086693.37,2.88,Y
1012,HR,Lead,2023-02-27,Hyderabad,1244593.86,3.2,N
1013,Marketing,Mid,2024-06-17,Pune,1482384.11,3.22,N
1014,Technology,Mid,2024-07-05,Hyderabad,823318.9,4.08,N
1015,Finance,Junior,2021-04-18,Hyderabad,1451567.76,4.53,N
1016,Marketing,Junior,2021-12-19,Pune,694026.63,4.16,Y
1017,Sales,Junior,2024-11-07,Pune,1326432.24,3.98,Y
1018,Finance,Mid,2022-04-14,Delhi,1189157.12,3.73,N
1019,Technology,Senior,2022-04-26,Delhi,2026742.39,2.66,N
1020,HR,Senior,2024-04-18,Mumbai,1937723.0,3.03,N
1021,Finance,Mid,2024-07-25,Bengaluru,1651328.05,3.76,N
1022,Operations,Junior,2021-06-11,Pune,1456892.52,2.66,N
1023,Sales,Mid,2021-02-01,Pune,1258572.13,2.53,Y
1024,Sales,Mid,2023-05-15,Bengaluru,1209221.16,4.16,Y
1025,Sales,Junior,2023-11-06,Delhi,2199791.09,3.54,Y
1026,Technology,Junior,2021-05-15,Hyderabad,388825.3,3.68,N
1027,HR,Senior,2024-01-27,Mumbai,1948956.72,2.94,N
1028,Sales,Mid,2021-08-07,Mumbai,1637349.49,2.68,N
1029,Sales,Senior,2022-09-09,Delhi,685220.63,4.37,N
1030,HR,Lead,2024-04-02,Bengaluru,1583813.41,4.78,N
1031,Sales,Junior,2023-10-07,Hyderabad,1890951.93,2.61,N
1032,Sales,Mid,2024-01-13,Mumbai,1962654.41,4.16,Y
1033,Finance,Mid,2022-11-06,Delhi,982250.73,2.34,N
1034,HR,Junior,2024-08-05,Mumbai,447107.91,4.94,N
1035,Operations,Mid,2022-12-08,Pune,1229075.62,4.7,N
1036,Sales,Senior,2023-02-03,Chennai,2043423.26,4.06,N
1037,Marketing,Junior,2021-11-16,Delhi,1439012.46,3.57,N
1038,Operations,Senior,2024-10-02,Chennai,826508.24,4.3,N
1039,Operations,Senior,2024-03-15,Hyderabad,1357372.76,4.66,N
1040,Operations,Lead,2024-03-28,Delhi,793678.2,2.54,N
1041,Finance,Junior,2022-07-09,Bengaluru,1684313.21,2.72,N
1042,Operations,Senior,2024-06-20,Hyderabad,1707031.54,4.68,N
1043,Sales,Junior,2021-10-24,Chennai,1770917.3,2.51,N
1044,Finance,Lead,2021-10-21,Hyderabad,1554546.12,4.62,Y
1045,Marketing,Junior,2022-03-24,Bengaluru,1749418.42,4.94,N
1046,Marketing,Mid,2022-06-03,Hyderabad,1149602.01,3.51,N
1047,HR,Mid,2024-12-14,Pune,624388.84,3.5,N
1048,Marketing,Senior,2024-12-19,Pune,608441.36,2.74,N
1049,HR,Junior,2024-11-15,Bengaluru,869833.29,2.92,N
1050,Sales,Lead,2023-06-05,Hyderabad,1602882.97,3.41,N
1051,Finance,Mid,2022-06-15,Hyderabad,627355.52,3.52,N
1052,Finance,Mid,2023-10-26,Hyderabad,1033390.31,4.5,N
1053,Sales,Senior,2022-06-30,Pune,2012136.83,2.44,N
1054,Marketing,Mid,2022-03-25,Pune,354880.8,2.52,N
1055,HR,Junior,2024-08-01,Pune,1088449.65,4.59,N
1056,Marketing,Lead,2023-10-02,Mumbai,848367.39,2.36,N
1057,Finance,Junior,2025-01-28,Pune,2175722.41,3.52,N
1058,Technology,Senior,2022-09-11,Delhi,866828.87,2.42,N
1059,Operations,Senior,2023-07-10,Mumbai,1170491.24,3.09,N
1060,Technology,Lead,2021-05-20,Chennai,1181758.64,4.98,N
1061,Technology,Junior,2022-03-23,Delhi,605809.46,4.64,N
1062,Technology,Lead,2021-12-05,Bengaluru,1276399.51,3.24,N
1063,Sales,Senior,2024-05-07,Bengaluru,1593688.84,3.24,N
1064,Sales,Lead,2021-08-14,Delhi,400489.0,2.47,N
1065,Operations,Senior,2023-06-28,Chennai,1299162.53,3.58,N
1066,Operations,Junior,2021-08-14,Chennai,1699353.93,2.8,N
1067,HR,Mid,2021-06-06,Pune,1750093.98,3.65,N
1068,Sales,Mid,2023-01-23,Pune,831675.71,2.99,N
1069,Finance,Senior,2021-11-07,Pune,993779.9,2.67,N
1070,HR,Senior,2022-07-01,Delhi,1690396.88,3.95,N
1071,Marketing,Junior,2024-10-22,Hyderabad,1653585.33,2.64,N
1072,Sales,Lead,2023-07-19,Bengaluru,1651259.23,4.36,N
1073,Marketing,Senior,2023-09-14,Pune,1159343.46,2.27,N
1074,Marketing,Mid,2021-12-17,Hyderabad,1241594.11,3.12,N
1075,Finance,Lead,2022-05-19,Mumbai,1594555.51,4.88,N
1076,Sales,Senior,2024-04-13,Hyderabad,1834216.24,4.5,N
1077,Finance,Senior,2022-11-06,Pune,1130135.01,3.36,N
1078,Finance,Lead,2024-05-23,Bengaluru,1799845.08,3.73,N
1079,Sales,Lead,2021-02-08,Chennai,1976040.68,4.93,N
1080,Finance,Lead,2023-02-10,Pune,1374768.35,3.93,N
1081,Finance,Mid,2021-05-01,Bengaluru,769115.5,2.73,N
1082,Technology,Lead,2021-02-20,Chennai,984293.59,2.6,N
1083,Operations,Senior,2021-12-28,Chennai,512108.48,3.62,N
1084,Operations,Lead,2025-01-04,Hyderabad,1346506.84,3.91,N
1085,Finance,Junior,2022-11-03,Delhi,976189.52,4.21,N
1086,Finance,Senior,2023-12-02,Pune,1486924.35,4.02,N
1087,Technology,Lead,2022-08-16,Chennai,1722205.9,4.27,Y
1088,Technology,Senior,2023-12-04,Bengaluru,624626.53,4.7,N
1089,Technology,Lead,2025-01-27,Hyderabad,2090188.8,2.9,N
1090,Finance,Junior,2023-11-30,Delhi,1886466.78,2.63,N
1091,Operations,Senior,2021-05-27,Hyderabad,1814213.41,4.18,N
1092,Marketing,Lead,2024-10-11,Mumbai,440110.32,2.51,Y
1093,Operations,Senior,2022-02-01,Mumbai,435111.15,2.48,N
1094,Marketing,Lead,2024-12-30,Hyderabad,1740855.56,4.61,N
1095,Technology,Lead,2024-08-31,Delhi,667190.31,3.13,N
1096,HR,Lead,2021-04-26,Delhi,722694.67,4.59,Y
1097,Marketing,Junior,2024-06-23,Delhi,426947.94,4.7,N
1098,Marketing,Junior,2021-06-11,Delhi,1984644.54,2.61,N
1099,Marketing,Mid,2023-09-16,Bengaluru,1347530.42,3.63,Y
1100,Operations,Mid,2021-11-24,Mumbai,1411590.7,3.05,N
1101,Marketing,Senior,2022-11-07,Delhi,1313263.8,2.66,N
1102,Operations,Lead,2023-03-03,Chennai,1320503.27,3.34,N
1103,HR,Lead,2021-02-07,Hyderabad,1294174.02,3.44,N
1104,Technology,Mid,2023-07-30,Chennai,1320902.34,2.21,N
1105,Marketing,Mid,2021-11-17,Bengaluru,2019221.69,3.62,N
1106,Technology,Junior,2024-12-12,Mumbai,1061297.53,2.51,Y
1107,HR,Lead,2022-08-09,Bengaluru,1569800.42,4.43,N
1108,Operations,Senior,2022-11-12,Mumbai,1067098.35,2.52,N
1109,Finance,Mid,2023-05-10,Hyderabad,384860.54,4.84,N
1110,Finance,Senior,2021-06-20,Pune,1362906.26,3.01,N
1111,Finance,Lead,2021-08-24,Hyderabad,1098330.72,3.71,N
1112,HR,Lead,2021-05-17,Hyderabad,1372427.24,4.23,N
1113,Operations,Senior,2021-10-02,Chennai,1536330.2,2.88,N
1114,Finance,Senior,2021-11-04,Chennai,1216832.92,3.19,N
1115,Sales,Lead,2024-12-03,Pune,1414493.26,4.07,N
1116,Marketing,Mid,2021-08-26,Hyderabad,841669.35,4.68,N
1117,Technology,Senior,2024-09-25,Hyderabad,1355619.5,3.38,N
1118,Technology,Mid,2022-06-24,Hyderabad,1735945.24,2.89,N
1119,Technology,Mid,2025-01-31,Chennai,701580.54,2.28,N
1120,Sales,Lead,2025-02-04,Hyderabad,405359.53,4.66,N
1121,HR,Senior,2021-03-15,Bengaluru,2070252.82,4.75,N
1122,HR,Lead,2022-07-07,Mumbai,1015461.14,2.48,N
1123,HR,Senior,2024-08-15,Bengaluru,2017772.6,2.54,N
1124,Finance,Senior,2021-07-22,Mumbai,840757.83,3.87,N
1125,Sales,Senior,2021-02-06,Chennai,1640234.19,4.74,Y
1126,Finance,Lead,2021-05-19,Delhi,1851359.1,4.64,N
1127,Finance,Mid,2021-10-13,Pune,1599325.41,4.08,N
1128,Operations,Senior,2024-09-21,Delhi,1546457.32,2.71,Y
1129,Marketing,Junior,2024-03-18,Bengaluru,1899880.79,4.87,N
1130,Finance,Mid,2023-12-23,Mumbai,789240.07,4.25,N
1131,HR,Senior,2022-08-01,Delhi,1655877.64,3.92,Y
1132,Finance,Mid,2022-12-16,Mumbai,548955.24,4.57,N
1133,Technology,Mid,2024-01-23,Hyderabad,1956169.34,2.37,N
1134,Marketing,Mid,2021-06-19,Hyderabad,1877582.42,2.93,N
1135,Finance,Senior,2023-11-09,Hyderabad,1301147.1,2.25,N
1136,Marketing,Lead,2023-03-17,Pune,2074697.26,2.89,N
1137,Finance,Junior,2022-06-15,Bengaluru,1687033.6,3.18,N
1138,Marketing,Senior,2023-05-10,Chennai,1158600.38,4.7,N
1139,HR,Senior,2025-01-01,Mumbai,1255521.77,4.75,N
1140,Marketing,Lead,2023-01-20,Pune,518865.51,4.16,N
1141,Finance,Lead,2024-12-17,Bengaluru,1371465.78,3.41,N
1142,Sales,Lead,2021-09-22,Chennai,627187.43,3.0,N
1143,Operations,Mid,2023-08-20,Hyderabad,487388.43,4.18,N
1144,Technology,Senior,2024-01-05,Chennai,377686.21,3.98,N
1145,Technology,Mid,2022-10-04,Hyderabad,1573471.4,4.88,N
1146,Operations,Junior,2024-12-01,Bengaluru,1421997.81,2.43,N
1147,Technology,Mid,2022-09-06,Bengaluru,1034964.43,3.77,Y
1148,Operations,Mid,2024-03-09,Mumbai,1052615.6,3.72,N
1149,Operations,Senior,2023-09-20,Mumbai,925659.38,4.31,N
1150,Technology,Lead,2023-05-29,Pune,1605310.6,4.13,N
1151,Technology,Junior,2023-06-06,Pune,1312161.72,3.21,N
1152,Finance,Lead,2023-07-12,Hyderabad,1697654.83,4.77,N
1153,Sales,Junior,2021-02-26,Delhi,1053707.82,2.51,N
1154,Operations,Mid,2024-12-05,Chennai,1381077.38,3.24,N
1155,HR,Mid,2024-12-12,Chennai,1270395.73,2.69,N
1156,HR,Mid,2021-01-28,Bengaluru,1988594.58,4.23,N
1157,Operations,Senior,2024-11-08,Hyderabad,399517.62,4.04,N
1158,Operations,Lead,2021-06-10,Bengaluru,1046109.16,4.19,N
1159,Operations,Mid,2022-09-05,Hyderabad,1284634.67,2.44,N
1160,Finance,Senior,2024-06-30,Delhi,2070035.63,2.58,N
1161,Sales,Lead,2023-04-16,Delhi,1285668.45,3.6,Y
1162,Operations,Lead,2022-03-05,Bengaluru,1088299.46,4.46,N
1163,Technology,Mid,2021-02-05,Pune,1297889.58,4.13,N
1164,Finance,Mid,2024-09-11,Delhi,1576228.29,4.84,N
1165,Finance,Junior,2022-08-23,Mumbai,1660294.56,3.21,N
1166,Sales,Mid,2024-04-10,Pune,1760868.56,3.76,N
1167,Finance,Senior,2023-11-08,Bengaluru,827794.99,3.25,N
1168,Technology,Mid,2024-03-24,Pune,1587721.64,2.95,N
1169,HR,Senior,2022-10-04,Pune,1573995.58,3.57,N
1170,Technology,Mid,2023-05-28,Bengaluru,1153475.17,4.3,N
1171,Operations,Senior,2022-04-25,Bengaluru,526298.74,4.16,N
1172,HR,Junior,2021-07-27,Pune,1599317.6,3.9,N
1173,Technology,Senior,2023-10-26,Delhi,725972.81,2.49,N
1174,Marketing,Mid,2022-06-17,Mumbai,1590113.91,4.07,N
1175,HR,Junior,2021-11-15,Chennai,458530.91,4.88,N
1176,Technology,Lead,2024-12-08,Delhi,1211248.06,4.53,N
1177,Finance,Lead,2022-10-16,Hyderabad,1261391.87,4.44,N
1178,Marketing,Junior,2021-10-18,Bengaluru,1520154.61,3.43,N
1179,Operations,Lead,2024-04-07,Chennai,1993028.89,3.36,N
1180,Technology,Senior,2022-02-18,Pune,798471.25,2.41,N
1181,HR,Lead,2024-12-08,Mumbai,417534.77,4.67,N
1182,Technology,Senior,2024-10-26,Bengaluru,1670899.61,4.12,Y
1183,Marketing,Junior,2025-01-10,Hyderabad,1037781.1,4.66,N
1184,Operations,Senior,2024-12-24,Mumbai,2107019.24,2.66,N
1185,Operations,Senior,2024-07-26,Mumbai,1122359.97,3.13,N
1186,Technology,Senior,2024-03-27,Delhi,1447917.08,4.0,N
1187,Finance,Senior,2024-02-13,Delhi,461847.01,4.6,N
1188,HR,Senior,2025-01-31,Hyderabad,899809.06,4.8,N
1189,Sales,Junior,2024-03-01,Hyderabad,572784.59,3.61,N
1190,HR,Lead,2021-10-20,Mumbai,1998899.97,2.44,N
1191,Operations,Mid,2024-04-18,Mumbai,761175.86,2.73,N
1192,Marketing,Junior,2023-10-15,Chennai,1421775.52,4.56,N
1193,Sales,Senior,2021-06-16,Mumbai,1870465.48,4.7,N
1194,Operations,Lead,2023-08-22,Pune,894969.15,4.85,N
1195,Operations,Junior,2021-01-20,Pune,933500.64,4.92,N
1196,Marketing,Lead,2023-10-31,Mumbai,2143788.46,4.65,N
1197,Marketing,Junior,2022-04-07,Chennai,436854.21,3.13,N
1198,Marketing,Mid,2021-05-02,Hyderabad,1077019.16,4.68,N
1199,HR,Lead,2024-06-01,Chennai,1604420.08,3.93,N
1200,Operations,Mid,2023-03-05,Hyderabad,749420.3,3.13,Y
1201,Finance,Senior,2024-04-10,Chennai,2188036.06,3.95,N
1202,Technology,Lead,2024-02-11,Hyderabad,577967.01,4.45,Y
1203,Sales,Senior,2023-06-18,Mumbai,2031099.48,3.15,N
1204,Operations,Lead,2023-09-20,Pune,1518297.52,4.01,N
1205,Operations,Junior,2021-06-25,Pune,1510347.25,2.47,Y
1206,Marketing,Mid,2024-08-17,Mumbai,1520459.63,3.15,N
